orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
18636,2026-02-24,2026-03-18,2026-03-03,Resolved,,23155
18637,2024-12-09,2024-12-30,2024-12-12,Shipped,Partial shipment approved by customer.,22743
18638,2024-02-16,2024-02-23,,Cancelled,Please ship as soon as possible.,22641
18639,2022-09-02,2022-09-17,2022-09-07,Shipped,,21003
18640,2026-06-28,2026-07-28,2026-07-02,Shipped,,24801
18641,2023-07-12,2023-08-10,,Cancelled,,20792
18642,2023-10-19,2023-11-17,2023-10-23,Shipped,Check stock before processing.,21638
18643,2022-05-05,2022-05-17,,In Process,Special discount applied.,20579
18644,2023-11-01,2023-11-12,2023-11-04,Shipped,Call before delivery.,24264
18645,2023-12-18,2024-01-02,2023-12-26,Shipped,,24849
18646,2023-10-19,2023-11-09,,In Process,International shipment — customs docs needed.,24863
18647,2024-10-01,2024-10-20,,In Process,,24122
18648,2024-10-29,2024-11-13,,Cancelled,Call before delivery.,20867
18649,2025-06-09,2025-06-19,2025-06-12,Shipped,Verified credit before processing.,22072
18650,2022-02-05,2022-02-17,2022-02-10,Disputed,Check stock before processing.,22157
18651,2023-04-08,2023-04-18,2023-04-12,Shipped,Call before delivery.,23253
18652,2023-11-09,2023-11-20,2023-11-10,Shipped,Call before delivery.,23884
18653,2025-05-04,2025-05-20,,On Hold,Special discount applied.,23886
18654,2022-09-02,2022-10-02,2022-09-06,Disputed,,22237
18655,2022-11-23,2022-12-09,,In Process,Hold for customer confirmation.,20016
18656,2023-04-05,2023-04-13,2023-04-06,Disputed,Partial shipment approved by customer.,23342
18657,2025-11-14,2025-12-07,2025-11-19,Shipped,,24573
18658,2022-01-30,2022-02-13,2022-02-05,Shipped,Backorder — ship when available.,21515
18659,2025-05-13,2025-06-06,2025-05-20,Disputed,Gift wrapping requested.,24183
18660,2023-10-13,2023-10-28,,In Process,,23178
18661,2024-09-03,2024-10-01,2024-09-08,Shipped,,23748
18662,2023-05-29,2023-06-22,,In Process,,24658
18663,2024-06-20,2024-07-15,,Cancelled,,23549
18664,2025-03-18,2025-04-08,2025-03-24,Shipped,Please ship as soon as possible.,22678
18665,2022-12-21,2023-01-11,2022-12-26,Shipped,Backorder — ship when available.,22612
18666,2023-08-10,2023-09-03,2023-08-18,Shipped,,21186
18667,2023-02-01,2023-02-18,2023-02-05,Shipped,Customer will pick up at warehouse.,24881
18668,2024-07-09,2024-07-17,2024-07-19,Shipped,,23687
18669,2022-03-14,2022-03-22,,In Process,Priority customer — rush order.,24062
18670,2025-05-31,2025-06-12,2025-06-10,Resolved,,24823
18671,2024-12-27,2025-01-05,2024-12-29,Shipped,,22182
18672,2022-02-20,2022-02-27,2022-02-21,Shipped,Customer will pick up at warehouse.,21314
18673,2024-03-31,2024-04-25,2024-04-02,Shipped,,22478
18674,2022-07-14,2022-07-22,2022-07-18,Shipped,Partial shipment approved by customer.,23787
18675,2025-01-03,2025-01-26,2025-01-04,Shipped,,24432
18676,2023-07-21,2023-08-03,2023-07-23,Shipped,,24981
18677,2025-05-19,2025-06-15,2025-05-26,Shipped,,24478
18678,2023-12-20,2024-01-12,2023-12-25,Disputed,Priority customer — rush order.,21890
18679,2022-12-01,2022-12-21,,On Hold,Check stock before processing.,23266
18680,2024-12-27,2025-01-23,,On Hold,Customer will pick up at warehouse.,20414
18681,2025-11-28,2025-12-18,2025-12-02,Shipped,,23274
18682,2022-10-30,2022-11-27,2022-11-07,Shipped,Priority customer — rush order.,21760
18683,2022-12-21,2023-01-05,2022-12-30,Disputed,Special discount applied.,22235
18684,2024-04-10,2024-04-26,2024-04-14,Shipped,Priority customer — rush order.,23269
18685,2026-05-16,2026-06-01,,In Process,,20568
18686,2022-02-10,2022-02-27,2022-02-13,Resolved,International shipment — customs docs needed.,23505
18687,2026-06-11,2026-06-23,2026-06-21,Disputed,Backorder — ship when available.,21799
18688,2023-12-03,2023-12-20,,Cancelled,Backorder — ship when available.,23890
18689,2023-08-30,2023-09-11,2023-08-31,Shipped,Verified credit before processing.,20182
18690,2025-01-21,2025-02-14,2025-01-23,Shipped,Check stock before processing.,24585
18691,2026-03-18,2026-03-30,2026-03-26,Shipped,Check stock before processing.,24192
18692,2023-04-17,2023-04-27,,In Process,,23012
18693,2022-04-22,2022-05-21,2022-04-29,Disputed,,24638
18694,2025-11-06,2025-12-06,2025-11-12,Shipped,,21603
18695,2025-06-30,2025-07-22,,In Process,Customer will pick up at warehouse.,20570
18696,2025-07-16,2025-07-24,2025-07-24,Shipped,,24978
18697,2023-09-23,2023-10-08,2023-09-26,Resolved,,24495
18698,2025-02-24,2025-03-25,,Cancelled,Fragile items — handle with care.,20024
18699,2024-09-29,2024-10-23,,On Hold,Hold for customer confirmation.,22222
18700,2023-08-16,2023-09-03,,In Process,,20466
18701,2022-02-08,2022-02-17,,On Hold,Please ship as soon as possible.,21533
18702,2023-09-05,2023-10-03,2023-09-13,Disputed,Fragile items — handle with care.,21182
18703,2025-09-20,2025-10-03,2025-09-24,Shipped,Please ship as soon as possible.,21529
18704,2025-10-28,2025-11-27,2025-11-05,Shipped,,21363
18705,2022-12-12,2022-12-25,2022-12-19,Shipped,Check stock before processing.,24158
18706,2026-02-28,2026-03-22,2026-03-01,Disputed,,20131
18707,2023-08-05,2023-09-02,,On Hold,,20784
18708,2025-12-09,2025-12-21,2025-12-16,Shipped,Please ship as soon as possible.,22326
18709,2024-12-20,2025-01-08,2024-12-22,Resolved,Replacement for damaged order.,23814
18710,2026-06-08,2026-06-17,,Cancelled,,23552
18711,2024-04-06,2024-04-16,2024-04-11,Shipped,Customer requested expedited shipping.,21945
18712,2025-12-27,2026-01-19,2026-01-03,Disputed,Check stock before processing.,21351
18713,2025-04-21,2025-05-21,2025-05-01,Disputed,Customer requested expedited shipping.,23698
18714,2023-12-13,2023-12-27,2023-12-17,Shipped,,21304
18715,2023-07-23,2023-08-09,,Cancelled,Gift wrapping requested.,21150
18716,2024-11-10,2024-11-25,2024-11-12,Shipped,Verified credit before processing.,22710
18717,2022-07-05,2022-07-22,2022-07-08,Shipped,,24218
18718,2023-01-11,2023-01-24,2023-01-14,Resolved,,22358
18719,2024-08-15,2024-09-14,2024-08-25,Shipped,,22011
18720,2022-01-25,2022-02-12,,In Process,Replacement for damaged order.,20917
18721,2025-04-30,2025-05-22,2025-05-06,Shipped,Gift wrapping requested.,23542
18722,2022-11-20,2022-11-27,2022-11-30,Resolved,Partial shipment approved by customer.,23831
18723,2022-04-04,2022-04-15,2022-04-07,Shipped,,22411
18724,2025-10-22,2025-10-29,2025-10-23,Shipped,Verified credit before processing.,24445
18725,2026-01-17,2026-01-26,2026-01-21,Shipped,Fragile items — handle with care.,21690
18726,2024-11-26,2024-12-07,,In Process,,22541
18727,2024-11-07,2024-12-07,2024-11-17,Shipped,,21898
18728,2023-06-15,2023-07-01,,In Process,,22340
18729,2024-10-13,2024-11-05,,Cancelled,International shipment — customs docs needed.,22609
18730,2023-05-22,2023-06-11,2023-05-25,Shipped,,20433
18731,2026-04-20,2026-05-03,2026-04-22,Shipped,Customer requested expedited shipping.,22348
18732,2025-05-27,2025-06-19,2025-06-02,Shipped,Replacement for damaged order.,22161
18733,2024-09-16,2024-09-28,2024-09-21,Shipped,,21381
18734,2025-05-26,2025-06-13,2025-06-04,Shipped,Call before delivery.,23364
18735,2022-08-02,2022-08-09,2022-08-09,Shipped,,22945
18736,2026-05-17,2026-06-10,2026-05-19,Disputed,Please ship as soon as possible.,22332
18737,2024-01-14,2024-01-30,,In Process,Customer requested expedited shipping.,23849
18738,2024-05-06,2024-05-16,,On Hold,Customer requested expedited shipping.,23320
18739,2023-12-24,2024-01-22,2024-01-03,Shipped,,23362
18740,2024-05-24,2024-06-19,,Cancelled,Replacement for damaged order.,23832
18741,2024-04-20,2024-05-06,2024-04-22,Shipped,Call before delivery.,22010
18742,2023-03-18,2023-03-26,2023-03-28,Resolved,,23072
18743,2022-01-30,2022-02-06,2022-02-01,Disputed,Gift wrapping requested.,22656
18744,2023-09-16,2023-09-28,2023-09-24,Resolved,Hold for customer confirmation.,20828
18745,2025-12-16,2025-12-29,,On Hold,Gift wrapping requested.,24278
18746,2022-05-11,2022-05-19,2022-05-12,Resolved,,20294
18747,2025-04-22,2025-05-01,2025-04-23,Resolved,Gift wrapping requested.,20332
18748,2022-03-11,2022-03-18,2022-03-12,Shipped,Customer will pick up at warehouse.,21020
18749,2022-03-25,2022-04-07,2022-03-30,Disputed,,20720
18750,2023-07-04,2023-07-31,2023-07-06,Shipped,International shipment — customs docs needed.,20344
18751,2025-12-14,2026-01-05,,On Hold,,24094
18752,2022-09-29,2022-10-10,2022-10-02,Shipped,Gift wrapping requested.,23640
18753,2026-06-06,2026-06-17,,In Process,Partial shipment approved by customer.,21508
18754,2024-11-15,2024-12-08,,On Hold,,22081
18755,2024-07-12,2024-08-06,2024-07-22,Resolved,,24401
18756,2022-12-23,2023-01-09,,Cancelled,Customer requested expedited shipping.,21328
18757,2024-10-20,2024-11-14,2024-10-24,Shipped,Fragile items — handle with care.,24155
18758,2024-09-15,2024-10-11,2024-09-20,Shipped,Gift wrapping requested.,22083
18759,2023-02-14,2023-03-03,2023-02-15,Shipped,,23903
18760,2024-04-29,2024-05-15,,In Process,,22201
18761,2022-09-29,2022-10-19,,In Process,Verified credit before processing.,21320
18762,2025-01-29,2025-02-09,2025-01-31,Shipped,,20818
18763,2024-06-30,2024-07-17,,On Hold,Replacement for damaged order.,24940
18764,2022-02-17,2022-03-10,2022-02-22,Shipped,,23217
18765,2023-09-30,2023-10-26,2023-10-02,Resolved,Customer requested expedited shipping.,24363
18766,2022-07-05,2022-07-13,2022-07-06,Disputed,Partial shipment approved by customer.,23778
18767,2025-02-24,2025-03-07,,In Process,Customer requested expedited shipping.,23146
18768,2022-10-17,2022-11-10,2022-10-26,Shipped,Priority customer — rush order.,21324
18769,2024-04-05,2024-04-30,2024-04-10,Shipped,Verified credit before processing.,21506
18770,2024-11-25,2024-12-04,2024-12-03,Shipped,Partial shipment approved by customer.,21439
18771,2022-10-12,2022-10-31,,On Hold,Special discount applied.,22244
18772,2022-08-21,2022-09-16,2022-08-22,Disputed,Customer requested expedited shipping.,24922
18773,2022-01-05,2022-02-02,,In Process,Customer will pick up at warehouse.,20487
18774,2023-05-31,2023-06-27,2023-06-01,Shipped,,22952
18775,2022-06-15,2022-06-22,2022-06-25,Shipped,Backorder — ship when available.,22215
18776,2025-08-26,2025-09-07,2025-08-31,Shipped,International shipment — customs docs needed.,22126
18777,2023-09-10,2023-09-30,2023-09-14,Shipped,Fragile items — handle with care.,21660
18778,2023-10-08,2023-11-02,2023-10-09,Shipped,Gift wrapping requested.,23971
18779,2023-02-01,2023-02-11,2023-02-10,Shipped,Verified credit before processing.,21568
18780,2026-05-16,2026-05-23,2026-05-22,Shipped,Customer will pick up at warehouse.,24672
18781,2026-03-11,2026-03-22,,In Process,Gift wrapping requested.,21776
18782,2023-09-14,2023-10-06,,In Process,Please ship as soon as possible.,20086
18783,2023-09-05,2023-09-29,,On Hold,,23365
18784,2023-03-26,2023-04-15,2023-04-03,Shipped,Partial shipment approved by customer.,22761
18785,2025-09-28,2025-10-14,2025-09-30,Shipped,,24614
18786,2026-04-30,2026-05-14,,In Process,Hold for customer confirmation.,20563
18787,2022-06-03,2022-06-17,,Cancelled,,22388
18788,2025-04-28,2025-05-25,2025-05-06,Shipped,Customer will pick up at warehouse.,21346
18789,2024-03-01,2024-03-17,2024-03-09,Shipped,Customer requested expedited shipping.,24612
18790,2024-07-26,2024-08-25,2024-07-29,Disputed,Fragile items — handle with care.,24883
18791,2024-06-20,2024-07-17,2024-06-29,Shipped,Backorder — ship when available.,20544
18792,2023-04-25,2023-05-14,2023-05-02,Shipped,Fragile items — handle with care.,21203
18793,2023-02-06,2023-03-01,2023-02-15,Shipped,,24857
18794,2022-06-09,2022-06-18,2022-06-16,Disputed,Priority customer — rush order.,20137
18795,2023-05-06,2023-05-24,2023-05-14,Shipped,Customer requested expedited shipping.,23598
18796,2025-08-26,2025-09-10,2025-09-03,Shipped,Check stock before processing.,20910
18797,2023-05-29,2023-06-22,2023-06-08,Shipped,,24924
18798,2026-02-05,2026-02-20,2026-02-06,Shipped,,22696
18799,2026-01-24,2026-02-17,,On Hold,Partial shipment approved by customer.,23231
18800,2026-04-11,2026-04-21,2026-04-12,Shipped,,20156
18801,2025-05-12,2025-05-29,2025-05-21,Disputed,Customer will pick up at warehouse.,22776
18802,2025-02-05,2025-02-14,2025-02-09,Shipped,Customer will pick up at warehouse.,24848
18803,2024-03-19,2024-03-31,2024-03-21,Shipped,Special discount applied.,20767
18804,2023-11-09,2023-11-29,,Cancelled,Check stock before processing.,21984
18805,2023-06-02,2023-06-21,2023-06-10,Shipped,Backorder — ship when available.,23708
18806,2024-06-20,2024-07-16,,Cancelled,,20747
18807,2023-01-15,2023-02-05,2023-01-21,Shipped,Please ship as soon as possible.,22845
18808,2025-08-07,2025-08-28,2025-08-10,Shipped,,22154
18809,2024-06-25,2024-07-25,2024-06-28,Shipped,,24325
18810,2023-01-24,2023-02-15,,Cancelled,,22111
18811,2024-08-14,2024-08-30,2024-08-17,Resolved,Priority customer — rush order.,23531
18812,2024-01-01,2024-01-21,2024-01-03,Disputed,Customer will pick up at warehouse.,24703
18813,2024-01-27,2024-02-19,2024-01-30,Shipped,Priority customer — rush order.,20047
18814,2023-02-19,2023-03-14,,On Hold,International shipment — customs docs needed.,24049
18815,2022-08-18,2022-08-26,2022-08-24,Shipped,Replacement for damaged order.,20369
18816,2023-04-28,2023-05-26,,Cancelled,Backorder — ship when available.,21513
18817,2025-03-04,2025-03-20,2025-03-13,Shipped,,23823
18818,2024-02-29,2024-03-19,2024-03-01,Shipped,Customer requested expedited shipping.,24864
18819,2026-05-19,2026-06-04,,On Hold,Gift wrapping requested.,23736
18820,2025-08-27,2025-09-17,,In Process,Special discount applied.,24628
18821,2022-10-02,2022-10-18,2022-10-05,Resolved,,24846
18822,2025-05-07,2025-05-29,2025-05-14,Disputed,,21075
18823,2022-10-14,2022-10-28,2022-10-21,Shipped,Replacement for damaged order.,22989
18824,2026-05-03,2026-05-11,2026-05-06,Shipped,Fragile items — handle with care.,22405
18825,2022-10-25,2022-11-08,,Cancelled,Verified credit before processing.,24426
18826,2024-08-14,2024-08-27,,In Process,Customer requested expedited shipping.,21102
18827,2026-07-14,2026-07-29,2026-07-20,Shipped,,21225
18828,2025-03-05,2025-03-17,2025-03-15,Shipped,Backorder — ship when available.,21629
18829,2025-04-03,2025-04-11,2025-04-04,Shipped,International shipment — customs docs needed.,20021
18830,2022-08-30,2022-09-12,,On Hold,,24873
18831,2023-09-28,2023-10-16,2023-10-02,Shipped,,24761
18832,2024-12-27,2025-01-03,2024-12-28,Shipped,,20696
18833,2024-10-12,2024-11-07,2024-10-15,Shipped,Partial shipment approved by customer.,23555
18834,2025-05-12,2025-05-24,2025-05-16,Shipped,Priority customer — rush order.,20001
18835,2022-03-16,2022-04-07,2022-03-25,Shipped,Gift wrapping requested.,22061
18836,2022-04-05,2022-04-30,,In Process,,24105
18837,2025-03-03,2025-03-31,2025-03-05,Disputed,,24851
18838,2024-03-25,2024-04-16,2024-04-03,Shipped,,22182
18839,2026-02-13,2026-03-12,2026-02-22,Shipped,Please ship as soon as possible.,21313
18840,2025-07-02,2025-07-19,,In Process,Partial shipment approved by customer.,23097
18841,2022-08-10,2022-08-28,2022-08-14,Shipped,Please ship as soon as possible.,24234
18842,2024-08-09,2024-09-07,,In Process,Priority customer — rush order.,22692
18843,2022-12-05,2022-12-19,,In Process,,22111
18844,2023-05-14,2023-06-11,2023-05-22,Shipped,Customer requested expedited shipping.,20695
18845,2024-08-11,2024-08-21,2024-08-15,Shipped,Check stock before processing.,24816
18846,2025-04-30,2025-05-21,2025-05-04,Shipped,Check stock before processing.,22728
18847,2024-09-27,2024-10-24,,In Process,,21924
18848,2023-08-20,2023-08-30,2023-08-28,Shipped,,24683
18849,2024-06-12,2024-07-09,2024-06-15,Shipped,Verified credit before processing.,22240
18850,2023-08-11,2023-08-29,2023-08-19,Shipped,,21795
18851,2024-06-23,2024-07-17,2024-06-30,Shipped,Partial shipment approved by customer.,21123
18852,2022-11-17,2022-12-01,2022-11-18,Shipped,,20233
18853,2023-07-11,2023-07-26,,In Process,,21042
18854,2022-09-11,2022-10-05,2022-09-20,Disputed,,21152
18855,2026-02-23,2026-03-03,2026-02-24,Resolved,,22126
18856,2022-05-18,2022-06-10,2022-05-26,Shipped,,22225
18857,2024-02-27,2024-03-14,2024-03-06,Shipped,International shipment — customs docs needed.,23333
18858,2023-09-25,2023-10-10,2023-10-03,Resolved,Check stock before processing.,20360
18859,2022-07-10,2022-07-28,2022-07-11,Shipped,,21207
18860,2023-08-13,2023-08-24,2023-08-14,Resolved,International shipment — customs docs needed.,22502
18861,2022-04-15,2022-04-25,,In Process,,21077
18862,2023-11-02,2023-11-24,2023-11-04,Disputed,Partial shipment approved by customer.,23710
18863,2024-04-29,2024-05-13,,Cancelled,Partial shipment approved by customer.,20530
18864,2024-04-04,2024-04-25,,Cancelled,Backorder — ship when available.,24044
18865,2026-02-20,2026-03-08,2026-02-23,Disputed,Replacement for damaged order.,20561
18866,2025-11-21,2025-12-15,2025-11-23,Shipped,,22108
18867,2022-12-31,2023-01-23,2023-01-05,Shipped,Customer requested expedited shipping.,23552
18868,2025-06-05,2025-06-23,,In Process,Call before delivery.,22350
18869,2025-04-15,2025-04-22,,Cancelled,International shipment — customs docs needed.,24907
18870,2023-07-20,2023-08-05,2023-07-22,Shipped,,22089
18871,2022-03-31,2022-04-19,,In Process,Check stock before processing.,23445
18872,2025-05-02,2025-05-14,2025-05-12,Shipped,,23390
18873,2023-10-23,2023-11-06,2023-10-25,Resolved,Fragile items — handle with care.,21533
18874,2026-03-26,2026-04-17,,In Process,,23957
18875,2025-08-21,2025-09-12,,On Hold,Hold for customer confirmation.,24560
18876,2025-11-19,2025-12-02,2025-11-29,Resolved,,22380
18877,2024-01-02,2024-01-15,2024-01-06,Shipped,,24256
18878,2023-01-09,2023-01-16,2023-01-10,Shipped,Call before delivery.,20403
18879,2025-02-05,2025-03-06,,In Process,Check stock before processing.,20194
18880,2025-01-18,2025-01-25,2025-01-21,Shipped,,22431
18881,2022-10-17,2022-10-28,2022-10-22,Shipped,,22784
18882,2025-12-26,2026-01-03,2025-12-28,Disputed,,20796
18883,2023-08-05,2023-08-24,2023-08-15,Shipped,,24786
18884,2026-04-21,2026-05-03,2026-04-28,Shipped,Special discount applied.,21292
18885,2025-06-17,2025-06-24,2025-06-27,Shipped,,22988
18886,2022-09-11,2022-09-24,2022-09-15,Disputed,,22585
18887,2026-03-03,2026-03-26,2026-03-05,Resolved,,24359
18888,2022-06-07,2022-07-06,2022-06-16,Shipped,Verified credit before processing.,22428
18889,2026-07-20,2026-08-15,2026-07-20,Shipped,,23655
18890,2024-01-17,2024-02-14,2024-01-18,Shipped,Hold for customer confirmation.,23372
18891,2022-02-04,2022-02-13,2022-02-11,Disputed,Please ship as soon as possible.,22398
18892,2022-01-17,2022-02-15,2022-01-23,Resolved,Replacement for damaged order.,22799
18893,2024-11-29,2024-12-22,2024-11-30,Shipped,Customer will pick up at warehouse.,23422
18894,2023-04-08,2023-04-26,2023-04-15,Shipped,Priority customer — rush order.,22334
18895,2026-03-02,2026-03-10,,Cancelled,,23558
18896,2024-03-08,2024-04-07,2024-03-17,Disputed,,21041
18897,2023-06-09,2023-06-18,2023-06-18,Shipped,,20440
18898,2024-01-05,2024-01-15,,Cancelled,Please ship as soon as possible.,20589
18899,2024-05-10,2024-06-03,2024-05-12,Shipped,Special discount applied.,20459
18900,2024-08-23,2024-08-31,2024-09-01,Shipped,Partial shipment approved by customer.,24092
18901,2025-06-13,2025-07-09,2025-06-23,Shipped,Fragile items — handle with care.,20034
18902,2023-05-26,2023-06-20,2023-06-04,Resolved,Gift wrapping requested.,20619
18903,2023-11-12,2023-12-08,2023-11-16,Disputed,International shipment — customs docs needed.,24798
18904,2024-12-04,2024-12-11,2024-12-12,Shipped,Customer requested expedited shipping.,22490
18905,2024-11-06,2024-11-15,2024-11-08,Shipped,,21256
18906,2024-04-30,2024-05-13,2024-05-10,Shipped,,20859
18907,2024-12-13,2025-01-02,2024-12-19,Shipped,,22096
18908,2023-02-08,2023-02-18,2023-02-14,Disputed,International shipment — customs docs needed.,21256
18909,2023-09-24,2023-10-23,,On Hold,,20511
18910,2023-07-23,2023-08-21,2023-08-01,Resolved,,21032
18911,2023-01-15,2023-01-30,2023-01-20,Shipped,Please ship as soon as possible.,20051
18912,2023-08-04,2023-08-13,2023-08-11,Shipped,Please ship as soon as possible.,20293
18913,2023-06-16,2023-06-30,2023-06-18,Shipped,Priority customer — rush order.,22033
18914,2023-06-19,2023-07-11,2023-06-20,Shipped,,22629
18915,2022-12-11,2023-01-06,2022-12-16,Shipped,,22618
18916,2023-05-10,2023-06-07,,In Process,Customer will pick up at warehouse.,20207
18917,2023-04-11,2023-04-21,2023-04-21,Shipped,Replacement for damaged order.,24351
18918,2024-03-05,2024-04-02,2024-03-09,Resolved,Call before delivery.,20003
18919,2023-07-08,2023-07-28,,In Process,,24188
18920,2023-01-13,2023-02-07,2023-01-18,Disputed,,24051
18921,2022-05-25,2022-06-03,2022-06-03,Shipped,,21469
18922,2025-02-08,2025-02-16,2025-02-15,Resolved,,22710
18923,2025-02-02,2025-02-26,,Cancelled,Priority customer — rush order.,20807
18924,2024-05-13,2024-05-23,2024-05-17,Resolved,Replacement for damaged order.,22643
18925,2022-07-04,2022-08-02,2022-07-13,Resolved,Call before delivery.,22439
18926,2025-05-18,2025-06-01,2025-05-26,Disputed,Verified credit before processing.,23874
18927,2023-10-27,2023-11-13,,Cancelled,Backorder — ship when available.,21902
18928,2026-02-28,2026-03-27,2026-03-09,Shipped,International shipment — customs docs needed.,22093
18929,2024-12-02,2024-12-16,2024-12-09,Shipped,Verified credit before processing.,22184
18930,2023-05-09,2023-05-25,,On Hold,Customer will pick up at warehouse.,24143
18931,2025-03-24,2025-04-11,2025-03-30,Shipped,Fragile items — handle with care.,22232
18932,2026-01-17,2026-02-02,,In Process,Fragile items — handle with care.,21960
18933,2022-10-20,2022-11-05,2022-10-30,Shipped,Please ship as soon as possible.,20007
18934,2025-11-29,2025-12-21,2025-12-06,Resolved,,22172
18935,2024-12-04,2024-12-23,2024-12-09,Shipped,Customer will pick up at warehouse.,24307
18936,2024-01-16,2024-02-13,2024-01-25,Shipped,Partial shipment approved by customer.,20493
18937,2024-08-29,2024-09-06,,Cancelled,Check stock before processing.,23067
18938,2024-06-02,2024-06-15,,In Process,Fragile items — handle with care.,20769
18939,2022-09-11,2022-09-30,2022-09-16,Shipped,,21852
18940,2022-02-18,2022-03-14,,In Process,Customer will pick up at warehouse.,24775
18941,2025-11-16,2025-12-14,2025-11-19,Shipped,,20683
18942,2025-02-09,2025-03-08,2025-02-10,Shipped,Gift wrapping requested.,22710
18943,2025-06-24,2025-07-06,2025-07-03,Shipped,Partial shipment approved by customer.,22641
18944,2026-01-18,2026-02-03,2026-01-25,Shipped,Call before delivery.,20895
18945,2026-06-07,2026-07-07,2026-06-13,Shipped,Partial shipment approved by customer.,22301
18946,2025-01-27,2025-02-07,2025-02-06,Disputed,Call before delivery.,20791
18947,2022-10-10,2022-10-29,2022-10-12,Disputed,,22164
18948,2023-03-10,2023-04-06,,Cancelled,Check stock before processing.,24286
18949,2025-08-24,2025-09-08,,Cancelled,Partial shipment approved by customer.,21141
18950,2023-02-23,2023-03-22,2023-02-26,Shipped,Backorder — ship when available.,21848
18951,2026-04-19,2026-05-10,,Cancelled,,23100
18952,2024-10-09,2024-11-02,,Cancelled,,24378
18953,2022-11-27,2022-12-12,2022-11-28,Shipped,Priority customer — rush order.,22477
18954,2025-09-11,2025-10-03,,In Process,,21786
18955,2024-06-29,2024-07-25,2024-07-06,Shipped,,23007
18956,2025-02-21,2025-03-08,,In Process,,23806
18957,2026-03-16,2026-04-09,2026-03-26,Disputed,Gift wrapping requested.,21599
18958,2024-10-09,2024-10-21,2024-10-12,Shipped,,23426
18959,2025-02-26,2025-03-21,2025-03-03,Shipped,,21786
18960,2023-07-20,2023-08-01,2023-07-24,Shipped,Customer requested expedited shipping.,21560
18961,2026-05-16,2026-06-15,,In Process,Partial shipment approved by customer.,24046
18962,2024-06-12,2024-07-09,2024-06-22,Resolved,Special discount applied.,21220
18963,2022-12-27,2023-01-25,2023-01-06,Shipped,Special discount applied.,22504
18964,2022-03-17,2022-04-02,,On Hold,,23930
18965,2022-01-11,2022-02-05,2022-01-13,Shipped,Verified credit before processing.,22067
18966,2026-01-26,2026-02-04,2026-01-27,Shipped,,23018
18967,2025-09-24,2025-10-07,2025-09-29,Resolved,Backorder — ship when available.,24350
18968,2023-07-02,2023-07-20,2023-07-07,Disputed,,23051
18969,2026-04-01,2026-04-24,2026-04-10,Disputed,Please ship as soon as possible.,21316
18970,2024-03-15,2024-03-29,2024-03-20,Shipped,Gift wrapping requested.,24419
18971,2022-04-22,2022-05-19,,On Hold,Verified credit before processing.,20535
18972,2022-12-09,2022-12-30,2022-12-15,Shipped,Priority customer — rush order.,24792
18973,2025-01-13,2025-01-20,2025-01-19,Shipped,,22751
18974,2023-06-15,2023-06-24,2023-06-21,Shipped,,22873
18975,2025-08-06,2025-08-24,2025-08-10,Shipped,Hold for customer confirmation.,21679
18976,2024-11-23,2024-12-06,,In Process,Call before delivery.,24084
18977,2024-06-21,2024-07-01,2024-06-22,Shipped,,23421
18978,2026-07-06,2026-08-02,2026-07-10,Shipped,Gift wrapping requested.,22089
18979,2023-07-14,2023-08-06,2023-07-18,Shipped,Customer requested expedited shipping.,20056
18980,2025-06-21,2025-07-13,2025-06-27,Shipped,Priority customer — rush order.,22985
18981,2025-09-06,2025-09-24,2025-09-13,Shipped,Hold for customer confirmation.,22135
18982,2026-05-31,2026-06-07,2026-06-01,Shipped,Gift wrapping requested.,23800
18983,2026-03-27,2026-04-05,2026-03-31,Resolved,Partial shipment approved by customer.,20427
18984,2024-11-29,2024-12-23,2024-12-02,Resolved,,24728
18985,2024-11-05,2024-11-25,2024-11-09,Shipped,Backorder — ship when available.,22662
18986,2023-11-26,2023-12-15,,In Process,Backorder — ship when available.,24800
18987,2022-11-03,2022-11-11,2022-11-13,Disputed,,23883
18988,2024-07-11,2024-07-29,,Cancelled,Call before delivery.,21836
18989,2022-02-15,2022-02-22,2022-02-22,Resolved,,21044
18990,2023-10-26,2023-11-05,2023-10-27,Resolved,,20132
18991,2024-09-05,2024-09-19,,On Hold,,22355
18992,2025-06-22,2025-07-07,,On Hold,,20121
18993,2025-01-12,2025-01-19,2025-01-22,Shipped,Call before delivery.,21289
18994,2025-03-25,2025-04-19,2025-03-29,Shipped,Hold for customer confirmation.,22704
18995,2024-12-17,2024-12-25,2024-12-18,Resolved,Fragile items — handle with care.,21485
18996,2024-02-06,2024-02-17,2024-02-12,Shipped,,21574
18997,2023-08-27,2023-09-26,,On Hold,,20257
18998,2026-06-01,2026-06-29,,On Hold,,21868
18999,2023-06-20,2023-07-04,2023-06-21,Shipped,Check stock before processing.,20277
19000,2025-07-24,2025-08-09,2025-08-01,Shipped,Backorder — ship when available.,21520
19001,2026-06-28,2026-07-17,2026-07-08,Shipped,Partial shipment approved by customer.,24275
19002,2023-04-03,2023-04-28,2023-04-04,Disputed,,21213
19003,2024-09-12,2024-10-12,2024-09-21,Shipped,Hold for customer confirmation.,22041
19004,2023-04-15,2023-04-29,2023-04-25,Resolved,International shipment — customs docs needed.,20861
19005,2022-12-21,2023-01-05,,Cancelled,Verified credit before processing.,20935
